Movie Name,Name,Year
ATMATARANG (1937),ATMATARANG,1937
ATMAVISHWAS (1985),ATMAVISHWAS,1985
AULAD (1955),AULAD,1955
AULAD (1968),AULAD,1968
AULAD (1987),AULAD,1987
AULAD KE DUSHMAN (1993),AULAD KE DUSHMAN,1993
AULAD Kl KHATIR (1990),AULAD Kl KHATIR,1990
AULIYAE ISLAM (1979),AULIYAE ISLAM,1979
AUNTY N0.1 (1998),AUNTY N0.1,1998
AUR EK DHARMATMA (1991),AUR EK DHARMATMA,1991
AUR KAUN (1979),AUR KAUN,1979
AUR PYAR HO GAYA (1997),AUR PYAR HO GAYA,1997
AURAT (1940),AURAT,1940
AURAT (1953),AURAT,1953
AURAT (1967),AURAT,1967
AURAT (1986),AURAT,1986
AURAT AUR PARINDA (1992),AURAT AUR PARINDA,1992
AURAT AUR PATTHAR (1989),AURAT AUR PATTHAR,1989
AURAT AURAT AURAT (1996),AURAT AURAT AURAT,1996
AURAT KA DIL (1933),AURAT KA DIL,1933
AURAT KA INTEQAM (1989),AURAT KA INTEQAM,1989
AURAT KA PYAR (1933),AURAT KA PYAR,1933
AURAT KI ZINDAGI (1937),AURAT KI ZINDAGI,1937
AURAT PAIR Kl JOOTI NAHIN (1985),AURAT PAIR Kl JOOTI NAHIN,1985
AURAT TERI YEHI KAHANI (1954),AURAT TERI YEHI KAHANI,1954
AURAT TERI YEHI KAHANI (1988),AURAT TERI YEHI KAHANI,1988
AUZAAR (1997),AUZAAR,1997
AVINASH (1986),AVINASH,1986
AVISHKAAR (1973),AVISHKAAR,1973
AVTAAR (1983),AVTAAR,1983
AWAAM (1987),AWAAM,1987
AWAARA ABDULLAH (1963),AWAARA ABDULLAH,1963
AWAARGI (1990),AWAARGI,1990
AWAAZ (1956),AWAAZ,1956
AWAAZ (1984),AWAAZ,1984
AWAAZ DE KAHAN HAI (1990),AWAAZ DE KAHAN HAI,1990
AWARA (1951),AWARA,1951
AWARA BAAP (1985),AWARA BAAP,1985
AWARA BADAL (1964),AWARA BADAL,1964
AWARA SHEHZADA (1933),AWARA SHEHZADA,1933
AWARA SHEHZADI (1956),AWARA SHEHZADI,1956
AWARA ZINDAGI (1989),AWARA ZINDAGI,1989
AWARAGARD (1990),AWARAGARD,1990
AWWAL NUMBER (1990),AWWAL NUMBER,1990
AYA SAWAN JHOOM KE (1969),AYA SAWAN JHOOM KE,1969
AYA TOOFAN (1964),AYA TOOFAN,1964
AYE MERI BEKHUDI (0-1993),AYE MERI BEKHUDI (0,1993
AYEE MILAN KI RAAT (1991),AYEE MILAN KI RAAT,1991
AYEE MILAN Kl BELA (1964),AYEE MILAN Kl BELA,1964
AYODHYA KA RAJA (1932),AYODHYA KA RAJA,1932
AYODHYAPATI (1956),AYODHYAPATI,1956
AYYAASH (1982),AYYAASH,1982
AZAD (1940),AZAD,1940
AZAD (1955),AZAD,1955
AZAD (1978),AZAD,1978
AZAD DESH KE GHULAM (1990),AZAD DESH KE GHULAM,1990
AZAD VEER (1936),AZAD VEER,1936
AZADABLA (1935),AZADABLA,1935
AZADI (1935),AZADI,1935
AZADI KE BAAD (1951),AZADI KE BAAD,1951
BAADBAAN (1954),BAADBAAN,1954
BAADSHAH (1999),BAADSHAH,1999
BAAP BETE (1959),BAAP BETE,1959
BAAP BETI (1954),BAAP BETI,1954
BAAP NUMBRI BETA DUS NUMBRI,BAAP NUMBRI BETA DUS,UMBR
BAAP RE BAAP (1955),BAAP RE BAAP,1955
BAARISH (1957),BAARISH,1957
BAARISH (1993),BAARISH,1993
BAAT BANJAYE (1986),BAAT BANJAYE,1986
BAAT EK RAATKI (1962),BAAT EK RAATKI,1962
BAAT HAI PYAR Kl (1988),BAAT HAI PYAR Kl,1988
BAAZ (1953),BAAZ,1953
BAAZ (1992),BAAZ,1992
BAAZ BAHADUR (1959),BAAZ BAHADUR,1959
BAAZI (1951),BAAZI,1951
BAAZI (1968),BAAZI,1968
BAAZI (1984),BAAZI,1984
BAAZI (1995),BAAZI,1995
BAAZIGAR (1938),BAAZIGAR,1938
BAAZIGAR (1959),BAAZIGAR,1959
BAAZIGAR (1972),BAAZIGAR,1972
BAAZIGAR (1993),BAAZIGAR,1993
BABA (1997),BABA,1997
BABAR (1960),BABAR,1960
BABATA RAKNATH (C - ),BABATA RAKNATH,C - 
BABLA (1953),BABLA,1953
BABOOJI (1950),BABOOJI,1950
BABU (1985),BABU,1985
BABUL (1950),BABUL,1950
BABUL (1986),BABUL,1986
BABUL Kl GALIYAN (1972),BABUL Kl GALIYAN,1972
BACHCHON KA KHEL (1946),BACHCHON KA KHEL,1946
BACHPAN (1963),BACHPAN,1963
BACHPAN (1970),BACHPAN,1970
BAD AUR BADNAAM (1985),BAD AUR BADNAAM,1985
BADA AADMI (1961),BADA AADMI,1961
BADA BHAI (1957),BADA BHAI,1957
BADA DIN (1998),BADA DIN,1998
BADA KABOOTAR (1973),BADA KABOOTAR,1973
BADAL (1942),BADAL,1942
BADAL (1951),BADAL,1951
BADAL (1966),BADAL,1966
BADAL (1985),BADAL,1985
BADAL (2000),BADAL,2000
BADAL AUR BIJLI (1956),BADAL AUR BIJLI,1956
BADALTE RISHTE (1978),BADALTE RISHTE,1978
BADE BHAIYA (1951),BADE BHAIYA,1951
BADE BHAYAA (1951),BADE BHAYAA,1951
BADE DIL WALA (1984),BADE DIL WALA,1984
BADE DILWALA(1999),BADE DILWALA,1999
BADE GHAR Kl BAHU (1960),BADE GHAR Kl BAHU,1960
BADE GHAR Kl BAHU (1960),BADE GHAR Kl BAHU,1960
BADE GHAR Kl BETI (1960),BADE GHAR Kl BETI,1960
BADE MIYAN CHHOTE MIYAN (1998),BADE MIYAN CHHOTE MIYAN,1998
BADE SAAHIB (1951),BADE SAAHIB,1951
BADE SARKAR (1957),BADE SARKAR,1957
BADHTI KA NAAM DADHI (1974),BADHTI KA NAAM DADHI,1974
BADI BAHU (1951),BADI BAHU,1951
BADI BEHAN (1949),BADI BEHAN,1949
BADI BEHAN (1993),BADI BEHAN,1993
BADI DIDI (1939),BADI DIDI,1939
BADI DIDI (1969),BADI DIDI,1969
BADI DIDI (1969),BADI DIDI,1969
BADI MAA (1974),BADI MAA,1974
BADKAAR (1987),BADKAAR,1987
BADLA (1943),BADLA,1943
BADLA (1974),BADLA,1974
BADLA AUR BALIDAN (1980),BADLA AUR BALIDAN,1980
BADLE Kl AAG (1982),BADLE Kl AAG,1982
BADMAASH (1969),BADMAASH,1969
BADMAASH (1998),BADMAASH,1998
BADMASHON KA BADMASH (1979),BADMASHON KA BADMASH,1979
BADNAAM (1976),BADNAAM,1976
BADNAAM(1952),BADNAAM,1952
BADNAM FARISHTE (1971),BADNAM FARISHTE,1971
BADRINATH DHAM (1980),BADRINATH DHAM,1980
BADRINATH YATRA (1967),BADRINATH YATRA,1967
BADSHAH (1954),BADSHAH,1954
BADSHAH (1964),BADSHAH,1964
BADSHAH SALAMAT (1956),BADSHAH SALAMAT,1956
BADTAMEEZ (1966),BADTAMEEZ,1966
BAGH BAHADUR (1990),BAGH BAHADUR,1990
BAGHAWAT (1951),BAGHAWAT,1951
BAGHAWAT (1982),BAGHAWAT,1982
BAGHBAN (1938),BAGHBAN,1938
BAGHDAD (1952),BAGHDAD,1952
BAGHDAD (1961),BAGHDAD,1961
BAGHDAD KA CHOR (1934),BAGHDAD KA CHOR,1934
BAGHDAD KA CHOR (1955),BAGHDAD KA CHOR,1955
BAGHDAD KA JADU (1956),BAGHDAD KA JADU,1956
BAGHDAD Kl RATEN (1962),BAGHDAD Kl RATEN,1962
BAGHI (1939),BAGHI,1939
BAGHI (1953),BAGHI,1953
BAGHI (1964),BAGHI,1964
BAGHI (1990),BAGHI,1990
BAGHI (2000),BAGHI,2000
BAGHI HASEENA (1965),BAGHI HASEENA,1965
BAGHI SARDAR (1956),BAGHI SARDAR,1956
BAGHI SHEHZADA (1964),BAGHI SHEHZADA,1964
BAGHI SIPAHI (1958),BAGHI SIPAHI,1958
BAGHI SULTANA (1993),BAGHI SULTANA,1993
BAGULA BHAGAT (1979),BAGULA BHAGAT,1979
BAHAANA(1960),BAHAANA,1960
BAHAAR (1951),BAHAAR,1951
BAHADUR (1944),BAHADUR,1944
BAHADUR (1953),BAHADUR,1953
BAHADUR BETI (1935),BAHADUR BETI,1935
BAHADUR DAKU (1966),BAHADUR DAKU,1966
BAHADUR JEEVAN (1948),BAHADUR JEEVAN,1948
BAHADUR KISAN (1938),BAHADUR KISAN,1938
BAHADUR LUTERA (1960),BAHADUR LUTERA,1960
BAHADUR NARESH (1948),BAHADUR NARESH,1948
BAHADUR PRATAP (1947),BAHADUR PRATAP,1947
BAHU (1955),BAHU,1955
BAHU BETI (1952),BAHU BETI,1952
BAHU RANI (1990),BAHU RANI,1990
BAHUT DIN HUE (1954),BAHUT DIN HUE,1954
BAIJU BAWRA (1952),BAIJU BAWRA,1952
BAIRAAG (1976),BAIRAAG,1976
BAJE GHUNGHRU (1962),BAJE GHUNGHRU,1962
BAJRANG BALI (1956),BAJRANG BALI,1956
BAKUL (1955),BAKUL,1955
BAL BRAHAMCHARI (1996),BAL BRAHAMCHARI,1996
BALAK (1969),BALAK,1969
BALAK AUR JANWAR (1975),BALAK AUR JANWAR,1975
BALAK DHRUV (1974),BALAK DHRUV,1974
BALAM (1949),BALAM,1949
BALI UMAR KO SALAM (1994),BALI UMAR KO SALAM,1994
BALIDAAN (1935),BALIDAAN,1935
BALIDAAN (1971),BALIDAAN,1971
BALIDAAN (1985),BALIDAAN,1985
BALIKA BADHU (1976),BALIKA BADHU,1976
BALMAA (1993),BALMAA,1993
BALRAM SHRI KRISHNA (1968),BALRAM SHRI KRISHNA,1968
BALWAAN (1992),BALWAAN,1992
BALYOGI (1952),BALYOGI,1952
BALYOGI UPMANYU (1958),BALYOGI UPMANYU,1958
BAMA (1952),BAMA,1952
BAMBAI KA MAHARAJA (1980),BAMBAI KA MAHARAJA,1980
BAMBAI KI BILLI (1936),BAMBAI KI BILLI,1936
BAMBAI KI SETHANI (1935),BAMBAI KI SETHANI,1935
BAMBAIWALI(1941),BAMBAIWALI,1941
BAN Kl CHIDIYA (1938),BAN Kl CHIDIYA,1938
BANARSI BABU (1973),BANARSI BABU,1973
BANARSI BABU (1998),BANARSI BABU,1998
BANARSI THUG (1936),BANARSI THUG,1936
BANARSI THUG (1962),BANARSI THUG,1962
BANDA NAWAZ (1989),BANDA NAWAZ,1989
BANDAGI (1972),BANDAGI,1972
BANDH DARWAZA (1990),BANDH DARWAZA,1990
BANDHAN (1940),BANDHAN,1940
BANDHAN (1956),BANDHAN,1956
BANDHAN (1969),BANDHAN,1969
BANDHAN (1998),BANDHAN,1998
BANDHAN BAHON KA (1988),BANDHAN BAHON KA,1988
BANDHAN KACHCHEY DHAGON KA (1983),BANDHAN KACHCHEY DHAGON KA,1983
BANDHANANJANA(1985),BANDHANANJANA,1985
BANDHEY HATH (1973),BANDHEY HATH,1973
BANDI (1957),BANDI,1957
BANDI (1978),BANDI,1978
BANDINI (1963),BANDINI,1963
BANDISH (1955),BANDISH,1955
BANDISH (1969),BANDISH,1969
BANDISH (1980),BANDISH,1980
BANDISH (1996),BANDISH,1996
BANDIT QUEEN (1996),BANDIT QUEEN,1996
BANDMASTER (1963),BANDMASTER,1963
BANDOOK DAHEJ KE SEENEY PAR (1989),BANDOOK DAHEJ KE SEENEY PAR,1989
BANJARAN (1960),BANJARAN,1960
BANJARAN (1991),BANJARAN,1991
BANJARAN (1991),BANJARAN,1991
BANJARE (1948),BANJARE,1948
BANK MANAGER (1959),BANK MANAGER,1959
BANK ROBBERY (1969),BANK ROBBERY,1969
BANKE LAL (1962),BANKE LAL,1962
BANKE SANWARIA (1938),BANKE SANWARIA,1938
BANKE SANWARIA (1938),BANKE SANWARIA,1938
BANKE SANWARIA (1962),BANKE SANWARIA,1962
BANKE SIPAHI (1937),BANKE SIPAHI,1937
BANMANUSH (1976),BANMANUSH,1976
BANOO (1949),BANOO,1949
BANOO (1987),BANOO,1987
BANPHOOL (1971),BANPHOOL,1971
BANSARI BALA (1957),BANSARI BALA,1957
BANSARI(1943),BANSARI,1943
BANSARIBALA (1936),BANSARIBALA,1936
BANSI BIRJU (1972),BANSI BIRJU,1972
BANSURIA (1949),BANSURIA,1949
BAPU NE KAHA THA (1962),BAPU NE KAHA THA,1962
BARAAT (1960),BARAAT,1960
BARAATI (1954),BARAATI,1954
BARADARI (1955),BARADARI,1955
BARISH (1993),BARISH,1993
BARKHA (1959),BARKHA,1959
BARKHA BAHAR (1973),BARKHA BAHAR,1973
BAROOD (1960),BAROOD,1960
BAROOD (1976),BAROOD,1976
BAROOD (1998),BAROOD,1998
BARRISTER*S WIFE (1935),BARRISTER*S WIFE,1935
BARSAAT (1949),BARSAAT,1949
BARSAAT (1995),BARSAAT,1995
BARSAT KI EK RAAT (1948),BARSAT KI EK RAAT,1948
BARSAT KI EK RAAT (1981),BARSAT KI EK RAAT,1981
BARSAT KI RAAT (1998),BARSAT KI RAAT,1998
BARSAT Kl RAAT (1960),BARSAT Kl RAAT,1960
BASANT (1942),BASANT,1942
BASANT (1960),BASANT,1960
BASANT BAHAR (1956),BASANT BAHAR,1956
BASANT PANCHAMI (1956),BASANT PANCHAMI,1956
BASANTI TANGEWALI (1992),BASANTI TANGEWALI,1992
BASERA (1950),BASERA,1950
BASERA (1981),BASERA,1981
BASRE KI HOOR (1956),BASRE KI HOOR,1956
BASTI AUR BAZAR (1973),BASTI AUR BAZAR,1973
BATON BATON MEIN (1979),BATON BATON MEIN,1979
BATWARA (1962),BATWARA,1962
BATWARA (1989),BATWARA,1989
BAWARCHI (1972),BAWARCHI,1972
BAWRE NAIN(1950),BAWRE NAIN,1950
BAZAAR (1949),BAZAAR,1949
BAZAAR (1982),BAZAAR,1982
BAZAR BAND KARO (1974),BAZAR BAND KARO,1974
BAZOOBAND (1954),BAZOOBAND,1954
BEAABROO (1983),BEAABROO,1983
BEBUS (1950),BEBUS,1950
BECHAIN (1993),BECHAIN,1993
BEDAAG (1965),BEDAAG,1965
BEDARD ZAMANA KYA JANE (1959),BEDARD ZAMANA KYA JANE,1959
BEDARDI (1951),BEDARDI,1951
BEDARDI (1993),BEDARDI,1993
BEDROOM STORY (1988),BEDROOM STORY,1988
BEEN KA JADU (1963),BEEN KA JADU,1963
BEES SAAL BAAD (1962),BEES SAAL BAAD,1962
BEES SAAL BAAD (1989),BEES SAAL BAAD,1989
BEES SAAL PEHLE (1972),BEES SAAL PEHLE,1972
BEESVI SADI (1945),BEESVI SADI,1945
BEETE DIN (1947),BEETE DIN,1947
BEGAANA (1963),BEGAANA,1963
BEGAANA (1986),BEGAANA,1986
BEGUM (1945),BEGUM,1945
BEGUNAH (1957),BEGUNAH,1957
BEGUNAH (1970),BEGUNAH,1970
BEGUNAH QAIDI (1982),BEGUNAH QAIDI,1982
BEHAKE KADAM (1980),BEHAKE KADAM,1980
BEHAN (1941),BEHAN,1941
BEHAN KA PREM (1935),BEHAN KA PREM,1935
BEHRAM KHAN (1946),BEHRAM KHAN,1946
BEIMAAN (1972),BEIMAAN,1972
BEKARAR (1983),BEKARAR,1983
BEKHABAR(1983),BEKHABAR,1983
BEKHUDI (1992),BEKHUDI,1992
BELA (1947),BELA,1947
BELAGAAM (1988),BELAGAAM,1988
BEMISAAL (1982),BEMISAAL,1982
BENAAM (1974),BENAAM,1974
Benaam (1999),Benaam,1999
BENAAM BADSHAH (1991),BENAAM BADSHAH,1991
BENAAM RISHTE (1992),BENAAM RISHTE,1992
BENAZEER (1964),BENAZEER,1964
BEPANAH (1985),BEPANAH,1985
BEQABU (1996),BEQABU,1996
BEQASOOR (1950),BEQASOOR,1950
BEQASOOR (1969),BEQASOOR,1969
BEQASOOR (1980),BEQASOOR,1980
BERAHAM DAKU (1959),BERAHAM DAKU,1959
BERAHAM(1980),BERAHAM,1980
BESAHARA (1987),BESAHARA,1987
BESHAQUE (1981),BESHAQUE,1981
BESHARAM (1978),BESHARAM,1978
BETA (1992),BETA,1992
BETA HO TO AISA (1994),BETA HO TO AISA,1994
BETAAB (1952),BETAAB,1952
BETAAB (1983),BETAAB,1983
BETAABI (1997),BETAABI,1997
BETAJ BADSHAH (1994),BETAJ BADSHAH,1994
BETI (1941),BETI,1941
BETI (1957),BETI,1957
BETI (1969),BETI,1969
BETI BETE (1964),BETI BETE,1964
BETI TUMHARE JAISI (1969),BETI TUMHARE JAISI,1969
BEWAFA (1952),BEWAFA,1952
BEWAFA SANAM (1995),BEWAFA SANAM,1995
BEWAFA SE WAFA (1992),BEWAFA SE WAFA,1992
BEWAFAI (1985),BEWAFAI,1985
BEWAKOOF (1960),BEWAKOOF,1960
BEZUBAAN (1962),BEZUBAAN,1962
BEZUBAAN (1982),BEZUBAAN,1982
BHAAI KA PYAR (1951),BHAAI KA PYAR,1951
BHABHI (1957),BHABHI,1957
BHABHI (1991),BHABHI,1991
BHABHI KA ASHIRWAD (1972),BHABHI KA ASHIRWAD,1972
BHABHI Kl CHUDIYAN (1961),BHABHI Kl CHUDIYAN,1961
BHAGAM BHAG (1956),BHAGAM BHAG,1956
BHAGAT SURDAS (1942),BHAGAT SURDAS,1942
BHAGO BHOOT AAYA (1985),BHAGO BHOOT AAYA,1985
BHAGT POORAN (1952),BHAGT POORAN,1952
BHAGWAN AUR SHAITAN (1959),BHAGWAN AUR SHAITAN,1959
BHAGWAN DADA (1986),BHAGWAN DADA,1986
BHAGWAN PARSHURAM (1970),BHAGWAN PARSHURAM,1970
BHAGWAN SAMAYE SANSAR MEIN (1976),BHAGWAN SAMAYE SANSAR MEIN,1976
BHAGWAN SHRIKRISHAN (1950),BHAGWAN SHRIKRISHAN,1950
BHAGWAT MAHIMA (1955),BHAGWAT MAHIMA,1955
BHAGYA (1986),BHAGYA,1986
BHAGYAWAN(1953),BHAGYAWAN,1953
BHAGYAWAN(1993),BHAGYAWAN,1993
BHAI AKHIR BHAI HOTA HAI (1983),BHAI AKHIR BHAI HOTA HAI,1983
BHAI BAHEN (1950),BHAI BAHEN,1950
BHAI BAHEN (1969),BHAI BAHEN,1969
BHAI BHAI (1956),BHAI BHAI,1956
BHAI BHAI (1970),BHAI BHAI,1970
BHAI BHAI (1997),BHAI BHAI,1997
BHAI HO TO AISA (1972),BHAI HO TO AISA,1972
BHAI JAAN (1945),BHAI JAAN,1945
BHAI KA DUSHMAN BHAI (1988),BHAI KA DUSHMAN BHAI,1988
BHAI KA PYAR (1951),BHAI KA PYAR,1951
BHAI SAHEB (1954),BHAI SAHEB,1954
BHAI(1997),BHAI,1997
BHAIBAHEN(1959),BHAIBAHEN,1959
BHAICHARA (1943),BHAICHARA,1943
BHAIRAVI (1996),BHAIRAVI,1996
BHAKT DHRUV (1957),BHAKT DHRUV,1957
BHAKT DHRUV KUMAR (1964),BHAKT DHRUV KUMAR,1964
BHAKT PRALHAD (1959),BHAKT PRALHAD,1959
BHAKT SURDAS (1942),BHAKT SURDAS,1942
BHAKTA DHRUVA (1957),BHAKTA DHRUVA,1957
BHAKTA KABIR (1942),BHAKTA KABIR,1942
BHAKTA RAJ (1943),BHAKTA RAJ,1943
BHAKTA RAJ (1960),BHAKTA RAJ,1960
BHAKTI MEIN SHAKTI (1978),BHAKTI MEIN SHAKTI,1978
BHALA AADMI (1958),BHALA AADMI,1958
BHALAI (1943),BHALAI,1943
BHALAMANUS (1979),BHALAMANUS,1979
BHANWAR (1976),BHANWAR,1976
BHANWARA (1944),BHANWARA,1944
BHANWARA (1950),BHANWARA,1950
BHARAT KE SHAHEED (1972),BHARAT KE SHAHEED,1972
BHARAT KI SANTAAN (1980),BHARAT KI SANTAAN,1980
BHARAT MILAP (1942),BHARAT MILAP,1942
BHARAT MILAP (1965),BHARAT MILAP,1965
BHAROSA (1940),BHAROSA,1940
BHAROSA (1963),BHAROSA,1963
BHATAKTI JAWANI (1988) .,BHATAKTI JAWANI (1,88) 
BHATAKTI MAINA (1947),BHATAKTI MAINA,1947
BHATKE RAHI (1984),BHATKE RAHI,1984
BHAVANI JUNCTION (1985),BHAVANI JUNCTION,1985
BHAVNA (1984),BHAVNA,1984
BHAYANAK (1979),BHAYANAK,1979
BHAYANAK (1998),BHAYANAK,1998
BHEDI LUTERA (1985),BHEDI LUTERA,1985
BHEDIYON KA SAMOOH (1991),BHEDIYON KA SAMOOH,1991
BHEEGI PALKEN (1982),BHEEGI PALKEN,1982
BHEEGI RAAT (1965),BHEEGI RAAT,1965
BHEEMA (1984),BHEEMA,1984
BHIM GARJANA (Unknown),BHIM GARJANA,
BHISHIMA PRATIGYA (1950),BHISHIMA PRATIGYA,1950
BHISHMA (1996),BHISHMA,1996
BHOLA BHALA (1978),BHOLA BHALA,1978
BHOLA SHANKAR (1951),BHOLA SHANKAR,1951
BHOLA SHIKAR (1933),BHOLA SHIKAR,1933
BHOLA SHIKAR(1958),BHOLA SHIKAR,1958
BHOLI (1949),BHOLI,1949
BHOOCHAAL (1993),BHOOCHAAL,1993
BHOOKAMP (1993),BHOOKAMP,1993
BHOOKH (1947),BHOOKH,1947
BHOOKH (1978),BHOOKH,1978
BHOOLA BHATKA (1975),BHOOLA BHATKA,1975
BHOOLE BHATKE (1952),BHOOLE BHATKE,1952
BHOOT BANGLA (1965),BHOOT BANGLA,1965
BHOOT NATH (1963),BHOOT NATH,1963
BHOPAL EXPRESS (1999),BHOPAL EXPRESS,1999
BHRASHTACHAR (1989),BHRASHTACHAR,1989
BHULA NA DENA (1981),BHULA NA DENA,1981
BHUMIKA (1977),BHUMIKA,1977
BHUVAN SHOME (1969),BHUVAN SHOME,1969
BICHHOO (2000),BICHHOO,2000
BIDAI (1974),BIDAI,1974
BIJLI (1972),BIJLI,1972
BIJLI AUR BADAL (1991),BIJLI AUR BADAL,1991
BIJLI AUR TOOFAN (1968),BIJLI AUR TOOFAN,1968
BIJLI CHAMKE JAMNA PAR (1962),BIJLI CHAMKE JAMNA PAR,1962
BIKHARE MOTI (1951),BIKHARE MOTI,1951
BIKHARE MOTI (1971),BIKHARE MOTI,1971
BIKHAREMOTI(1935),BIKHAREMOTI,1935
BILLA RANGA (1984),BILLA RANGA,1984
BILLI (1938),BILLI,1938
BILLOO BADSHAH (1989),BILLOO BADSHAH,1989
BILWA MANGAL (1954),BILWA MANGAL,1954
BIN BADAL BARSAAT (1963),BIN BADAL BARSAAT,1963
BIN MAA KE BACHCHEY (1980),BIN MAA KE BACHCHEY,1980
BIN PHERE HUM TERE (1979),BIN PHERE HUM TERE,1979
BINDIYA (1955),BINDIYA,1955
BINDIYA (1960),BINDIYA,1960
BINDIYA CHAMKE GI (1984),BINDIYA CHAMKE GI,1984
BINDIYAAURBANOOOK(1973),BINDIYAAURBANOOOK,1973
BIRADARI (1966),BIRADARI,1966
BIRAJ BAHU (1954),BIRAJ BAHU,1954
BIRHA KI RAAT (1950),BIRHA KI RAAT,1950
BIRJU USTAD (1964),BIRJU USTAD,1964
BISMILLAH Kl BARKAT (1983),BISMILLAH Kl BARKAT,1983
BISTAR (1986),BISTAR,1986
BIWI AUR MAKAN (1966),BIWI AUR MAKAN,1966
BIWI HO TO AISI (1988),BIWI HO TO AISI,1988
BIWI KIRAYE KI (1975),BIWI KIRAYE KI,1975
BIWI NO1 (1999),BIWI NO1,1999
BIWI-O-BIWI (1981),BIWI-O-BIWI,1981
BLACK ARROW (1965),BLACK ARROW,1965
BLACK BOX (1936),BLACK BOX,1936
BLACK CAT (1959),BLACK CAT,1959
BLACK COBRA (1981),BLACK COBRA,1981
BLACK RIDER (1960),BLACK RIDER,1960
BLACK SHADOW (1961),BLACK SHADOW,1961
BLACK TIGER (1960),BLACK TIGER,1960
BLACKMAIL (1973),BLACKMAIL,1973
BLACKMAILER (1959),BLACKMAILER,1959
BLACKOUT (1942),BLACKOUT,1942
BLUFF MASTER (1963),BLUFF MASTER,1963
BOBBY (1973),BOBBY,1973
BOL RADHA BOL (1992),BOL RADHA BOL,1992
BOLO HEY CHAKRADHARI (1977),BOLO HEY CHAKRADHARI,1977
BOMB BLAST (1993),BOMB BLAST,1993
BOMBAI KA BABU (1960),BOMBAI KA BABU,1960
BOMBAI KA BABU (1996),BOMBAI KA BABU,1996
BOMBAY 405 MILES (1980),BOMBAY 405 MILES,1980
BOMBAY BOYS (1998)(English),BOMBAY BOYS (1998)(En,lish
BOMBAY BY NIGHT (1979),BOMBAY BY NIGHT,1979
BOMBAY KA CHOR (1962),BOMBAY KA CHOR,1962
BOMBAY KA MAHARAJA (1980),BOMBAY KA MAHARAJA,1980
BOMBAY KI BILLI (1960),BOMBAY KI BILLI,1960
BOMBAY RAAT. KI BAHON MEIN (1969),BOMBAY RAAT. KI BAHON MEIN,1969
BOMBAY RACE COURSE (1965),BOMBAY RACE COURSE,1965
BOMBAY TALKIES (1971),BOMBAY TALKIES,1971
BOMBAY TO GOA (1972),BOMBAY TO GOA,1972
BOMBAY TOWN (1965),BOMBAY TOWN,1965
BOMBAY WAR (1990),BOMBAY WAR,1990
BOND 303 (1986),BOND 303,1986
BOOND JO BAN GAYEE MOTI (1967),BOOND JO BAN GAYEE MOTI,1967
BOOT POLISH (1954),BOOT POLISH,1954
BORDER (1997),BORDER,1997
BOXER (1965),BOXER,1965
BOXER (1984),BOXER,1984
BOYFRIEND (1961),BOYFRIEND,1961
BOYFRIEND (1961),BOYFRIEND,1961
BRAHAMCHARI (1968),BRAHAMCHARI,1968
BRAHMA (1994),BRAHMA,1994
BRAHMA VISHNU MAHESH (1971),BRAHMA VISHNU MAHESH,1971
BRAHMACHARI (1938),BRAHMACHARI,1938
BUDDHA MIL GAYA (1971),BUDDHA MIL GAYA,1971
BUDNASEEB (1986),BUDNASEEB,1986
BULANDI (1981),BULANDI,1981
BULANDI (2000),BULANDI,2000
BULBUL (1951),BULBUL,1951
BULLET (1976),BULLET,1976
BUNDALBAAZ (1976),BUNDALBAAZ,1976
BUNIYAAD (1972),BUNIYAAD,1972
BUS EK BAR (1994),BUS EK BAR,1994
BUZDIL (1951),BUZDIL,1951
C.I.D. (1956),C.I.D.,1956
C.I.D. (1990),C.I.D.,1990
C.I.D. 909 (1967),C.I.D. 909,1967
C.I.D. AGENT 302 (1968),C.I.D. AGENT 302,1968
C.I.D. GIRL (1959),C.I.D. GIRL,1959
CALL GIRL (1974),CALL GIRL,1974
CAPTAIN BARRY (1984),CAPTAIN BARRY,1984
CAPTAIN KISHORE (1957),CAPTAIN KISHORE,1957
CAPTAIN PRABHAKAR (1992),CAPTAIN PRABHAKAR,1992
CAR THIEF (1991),CAR THIEF,1991
CARAVAN (1971),CARAVAN,1971
CARNIVAL QUEEN (1955),CARNIVAL QUEEN,1955
CHA CHA CHA (1964),CHA CHA CHA,1964
CHAAND KA TUKDAA (1994),CHAAND KA TUKDAA,1994
CHAANI (1977),CHAANI,1977
CHACHA BHATIJA (1977),CHACHA BHATIJA,1977
CHACHA CHAUDHARY (1953),CHACHA CHAUDHARY,1953
CHACHA ZINDABAD (1959),CHACHA ZINDABAD,1959
CHACHI 420 (1997),CHACHI 420,1997
CHAHAT (1971),CHAHAT,1971
CHAHAT (1996),CHAHAT,1996
CHAHUN GA MEIN TUJHE (1993),CHAHUN GA MEIN TUJHE,1993
CHAITAU (1975),CHAITAU,1975
CHAKKAR PE CHAKKAR (1977),CHAKKAR PE CHAKKAR,1977
CHAKRA (1981),CHAKRA,1981
CHAKRADHARI (1954),CHAKRADHARI,1954
CHAKRAVYUH (1979),CHAKRAVYUH,1979
CHAL MERE BHAI (2000),CHAL MERE BHAI,2000
CHALA MURARI HERO BANANE (1977),CHALA MURARI HERO BANANE,1977
CHALAAK (1973),CHALAAK,1973
CHALBAAZ (1958),CHALBAAZ,1958
